PLAYER_NAME,POS,AGE,TEAM,GP,MP,PG%,SG%,SF%,PF%,C%,ON-COURT,ON_OFF,BAD_PASS,LOST_BALL,FOUL_SHOOT,OFF_FOUL,FOUL_SHOOT_DRAWN,OFF_FOUL_DRAWN,PGA,AND1,BLKD
Jalen Green,SG,20,HOU,76,2602,21%,79%,,,,-8.9,-1.8,94,73,73,13,203,14,644,43,105
JaMychal Green,PF,32,GSW,57,797,,,,30%,71%,-8.2,-12.6,16,12,55,17,36,5,130,9,14
Javonte Green,SF,29,CHI,32,480,,10%,61%,29%,,6.8,5.9,7,6,27,4,24,6,53,5,8
Jeff Green,PF,36,DEN,56,1091,,,8%,89%,3%,-8.1,-15.8,18,4,54,15,60,12,161,13,17
,,,,,,,,,,,,,,,,,,,,,
Josh Green,SG,22,DAL,60,1539,23%,49%,26%,2%,,2.5,3.7,33,23,66,10,50,36,262,14,23
AJ Griffin,SF,19,ATL,72,1401,,15%,74%,11%,,2.9,3.8,17,15,47,1,23,5,174,4,22
Blake Griffin,C,33,BOS,41,569,,,2%,23%,76%,8.3,2.0,5,2,37,10,13,18,157,4,5
Quentin Grimes,SG,22,NYK,71,2121,,65%,35%,,,4.7,3.3,30,14,93,7,44,15,351,13,20
Rui Hachimura,PF,24,TOT,63,1466,,,44%,55%,2%,-1.2,-1.1,15,20,34,13,57,2,139,14,40
Rui Hachimura,PF,24,WAS,30,728,,,56%,42%,3%,-4.5,-4.0,11,13,16,8,29,2,82,9,22
Rui Hachimura,PF,24,LAL,33,738,,,32%,68%,1%,2.0,1.8,4,7,18,5,28,0,57,5,18
Tyrese Haliburton,PG,22,IND,56,1883,87%,13%,,,,-1.3,4.1,85,33,37,6,90,7,1419,35,46
Jordan Hall,SF,21,SAS,9,83,13%,75%,13%,,,-14.0,-4.0,2,0,3,2,4,0,28,1,1
R.J. Hampton,SF-PG,21,TOT,47,750,61%,29%,10%,1%,,-9.1,-3.7,21,6,29,7,37,1,135,8,14
R.J. Hampton,SF,21,ORL,26,361,18%,59%,21%,1%,,-4.1,-1.4,11,4,11,1,19,1,89,5,6
R.J. Hampton,PG,21,DET,21,389,100%,,,,,-13.7,-5.8,10,2,18,6,18,0,46,3,8
Tim Hardaway Jr.,SF,30,DAL,71,2152,,13%,72%,14%,,4.2,8.5,31,14,65,11,66,40,330,16,25
James Harden,PG,33,PHI,58,2135,100%,,,,,6.5,3.7,118,40,46,20,151,11,1429,36,52
Jaden Hardy,SG,20,DAL,48,708,41%,54%,4%,,,-3.3,-4.3,20,14,29,6,30,6,163,7,30
Ron Harper Jr.,PF,22,TOR,9,48,,,56%,44%,,16.8,15.9,0,0,3,0,1,0,9,1,1
Montrezl Harrell,C,29,PHI,57,681,,,,7%,93%,2.8,-2.4,13,11,50,9,53,14,80,17,19
Gary Harris,SG,28,ORL,48,1184,10%,71%,19%,,,-3.5,-1.0,11,4,43,3,12,6,145,3,14
Joe Harris,SF,31,BRK,74,1527,,4%,48%,42%,6%,-1.9,-5.1,26,3,76,7,11,4,242,3,22
Kevon Harris,SG,25,ORL,34,457,27%,51%,21%,,,0.2,3.4,10,6,32,3,19,2,37,8,10
Tobias Harris,SF,30,PHI,74,2436,,1%,74%,25%,,5.7,2.4,30,26,78,19,58,1,466,16,52
Shaquille Harrison,SG,29,POR,5,120,71%,29%,,,,5.0,8.9,5,0,6,0,8,2,76,2,2
Josh Hart,SF,27,TOT,76,2454,1%,14%,79%,6%,,6.0,12.0,74,20,94,9,85,20,717,26,40
Josh Hart,SF,27,POR,51,1704,1%,20%,77%,2%,,3.6,12.8,46,13,69,8,60,9,499,20,26
Josh Hart,SF,27,NYK,25,750,,,86%,15%,,11.5,10.3,28,7,25,1,25,11,218,6,14
Isaiah Hartenstein,C,24,NYK,82,1626,,,,,100%,4.5,2.3,33,7,113,17,33,6,242,13,17
,,,,,,,,,,,,,,,,,,,,,
Udonis Haslem,C,42,MIA,7,71,,,,29%,71%,-11.0,-11.1,0,1,7,0,2,5,0,1,0
Sam Hauser,SF,25,BOS,80,1290,,11%,57%,31%,,7.7,1.6,13,12,59,3,6,4,175,1,6
Jaxson Hayes,C,22,NOP,47,610,,,,46%,54%,-5.2,-8.7,17,2,37,10,41,4,92,9,8
Killian Hayes,PG,21,DET,76,2154,79%,16%,5%,,,-11.6,-6.8,111,38,111,5,36,28,1147,5,29
Gordon Hayward,SF,32,CHO,50,1577,,10%,81%,9%,,-3.2,4.4,45,24,36,11,82,4,495,25,19
Juancho Hernangómez,PF,27,TOR,42,614,,,22%,54%,24%,0.4,-0.9,3,5,25,4,8,5,66,2,5
Willy Hernangómez,C,28,NOP,38,458,,,,,100%,2.2,0.1,7,9,38,14,46,3,83,7,18
Tyler Herro,SG,23,MIA,67,2337,20%,77%,3%,,,2.6,6.8,90,32,59,13,77,2,680,16,52
Buddy Hield,SF,30,IND,80,2482,,21%,68%,12%,,-2.6,2.3,75,39,77,4,34,2,545,7,40
Haywood Highsmith,PF,26,MIA,54,969,,,26%,72%,2%,-3.5,-4.4,24,6,47,2,11,6,111,1,10
George Hill,PG-SG,36,TOT,46,834,72%,29%,,,,2.2,-0.4,20,9,32,4,12,14,262,1,8
George Hill,PG,36,MIL,35,668,77%,23%,,,,0.7,-3.5,16,8,23,3,8,14,212,1,7
George Hill,SG,36,IND,11,166,48%,52%,,,,8.3,12.2,4,1,9,1,4,0,50,0,1
Malcolm Hill,SF,27,CHI,5,9,,,35%,65%,,68.1,66.7,0,0,1,0,0,0,0,0,0
Aaron Holiday,PG,26,ATL,63,845,61%,39%,,,,1.9,1.8,20,6,40,3,13,15,214,5,16
Jrue Holiday,PG,32,MIL,67,2183,62%,37%,1%,,,9.3,12.8,124,48,55,14,69,21,1209,17,45
Justin Holiday,SF,33,TOT,46,706,,23%,65%,10%,3%,-7.5,-8.6,15,3,40,1,4,6,99,1,9
Justin Holiday,SF,33,ATL,28,411,,24%,70%,7%,,-5.9,-7.0,5,3,24,1,0,5,55,0,3
Justin Holiday,SF,33,DAL,18,295,,20%,58%,15%,6%,-9.7,-10.8,10,0,16,0,4,1,44,1,6
Richaun Holmes,C,29,SAC,42,348,,,,5%,95%,-11.4,-15.0,2,2,30,7,9,0,23,3,8
Al Horford,C,36,BOS,63,1922,,,,8%,92%,7.9,2.5,17,5,80,14,10,2,466,5,8
Talen Horton-Tucker,SG,22,UTA,65,1313,8%,51%,37%,4%,,-0.4,1.0,60,24,50,19,78,10,584,21,45
Danuel House Jr.,SF,29,PHI,56,807,,11%,81%,8%,,0.9,-4.9,11,4,41,5,30,11,104,6,4
Caleb Houstan,SF,20,ORL,51,812,2%,34%,53%,11%,1%,-5.5,-3.4,8,3,35,1,6,0,78,1,7
,,,,,,,,,,,,,,,,,,,,,
Trevor Hudgins,PG,23,HOU,5,28,100%,,,,,9.3,17.7,1,0,0,0,1,0,7,0,0
Kevin Huerter,SG,24,SAC,75,2203,1%,72%,26%,2%,,3.0,1.6,53,14,86,6,50,8,516,12,24
Jay Huff,C,24,WAS,7,95,,,,,100%,-4.5,-3.3,1,2,11,2,5,0,26,1,0
De'Andre Hunter,SF,25,ATL,67,2126,,,74%,26%,,-0.2,-1.5,21,34,97,14,100,33,225,20,47
Bones Hyland,PG,22,TOT,56,1085,97%,3%,,,,-4.7,-9.7,49,16,42,5,34,8,400,8,36
Bones Hyland,PG,22,DEN,42,820,96%,4%,,,,-8.6,-15.1,36,15,25,5,27,6,284,5,26
Bones Hyland,PG,22,LAC,14,265,100%,,,,,7.3,7.1,13,1,17,0,7,2,116,3,10
Serge Ibaka,C,33,MIL,16,185,,,,20%,80%,-9.5,-13.7,1,4,10,5,5,0,10,1,3
Andre Iguodala,PF,39,GSW,8,113,,,,95%,5%,15.2,13.8,7,1,8,1,1,2,47,1,0
Joe Ingles,SF,35,MIL,46,1044,,7%,56%,36%,2%,2.8,-1.1,39,7,35,2,5,10,348,1,5
Brandon Ingram,SF,25,NOP,45,1538,,72%,28%,1%,,3.1,1.6,67,42,63,22,119,11,654,29,37
Kyrie Irving,PG-SG,30,TOT,60,2241,72%,28%,,,,4.6,5.3,69,36,85,9,114,16,808,34,55
Kyrie Irving,PG,30,BRK,40,1478,89%,11%,,,,4.4,5.0,49,26,55,7,74,12,498,24,35
Kyrie Irving,SG,30,DAL,20,763,40%,60%,,,,4.9,5.8,20,10,30,2,40,4,310,10,20
Jonathan Isaac,PF,25,ORL,11,124,,,19%,81%,,-6.4,-3.7,0,2,2,0,5,0,15,1,2
Jaden Ivey,SG,20,DET,74,2304,27%,64%,8%,1%,,-13.4,-11.8,137,59,120,14,170,20,920,33,87
Frank Jackson,PG,24,UTA,1,5,100%,,,,,-37.5,-36.4,0,0,0,0,0,0,2,0,0
Isaiah Jackson,C,21,IND,63,1042,,,,22%,78%,-5.3,-2.5,13,8,73,24,70,4,121,17,30
Jaren Jackson Jr.,C,23,MEM,63,1787,,,,23%,77%,10.0,11.7,28,28,109,38,154,5,138,31,66
Justin Jackson,SF,27,BOS,23,107,,,77%,23%,,-29.3,-36.9,2,0,5,0,1,0,21,0,1
Quenton Jackson,PG,24,WAS,9,135,57%,43%,,,,-8.4,-7.4,1,1,5,0,8,6,37,2,3
Reggie Jackson,PG,32,TOT,68,1657,98%,2%,,,,-2.8,-5.1,67,17,53,17,34,9,566,12,16
Reggie Jackson,PG,32,LAC,52,1338,100%,,,,,-1.5,-3.3,53,14,44,16,31,9,450,12,15
Reggie Jackson,PG,32,DEN,16,319,88%,12%,,,,-8.2,-12.5,14,3,9,1,3,0,116,0,1
LeBron James,PF,38,LAL,55,1954,,,1%,93%,7%,5.1,8.8,107,36,37,27,170,9,870,60,47
Ty Jerome,SG,25,GSW,45,816,21%,61%,18%,,,-6.0,-9.8,16,7,30,2,23,5,338,8,9
,,,,,,,,,,,,,,,,,,,,,
Isaiah Joe,SG,23,OKC,73,1395,36%,54%,11%,,,4.8,5.6,23,13,55,1,36,34,216,8,11
Alize Johnson,PF,26,SAS,4,30,,21%,36%,31%,12%,23.1,33.5,0,2,1,1,1,1,3,0,0
Cameron Johnson,PF,26,TOT,42,1199,,,1%,88%,12%,6.7,6.1,17,13,42,3,49,11,187,16,26
Cameron Johnson,PF,26,PHO,17,429,,,2%,97%,1%,11.0,10.4,5,2,14,0,12,4,60,5,7
Cameron Johnson,PF,26,BRK,25,770,,,,82%,18%,4.2,3.7,12,11,28,3,37,7,127,11,19
Jalen Johnson,SF,21,ATL,70,1042,,,,99%,1%,0.2,-0.3,17,11,68,7,43,4,192,12,24
James Johnson,PF,35,IND,18,162,,,7%,64%,29%,-0.2,3.4,3,1,21,4,3,1,39,0,3
Keldon Johnson,SF,23,SAS,63,2063,2%,23%,64%,11%,,-11.7,-3.4,58,47,55,14,175,4,442,59,64
Keon Johnson,SG,20,POR,40,416,66%,33%,1%,,,-18.0,-16.1,23,8,20,2,18,4,144,3,9
Stanley Johnson,SF,26,SAS,30,469,,22%,64%,13%,1%,-7.4,3.0,23,5,26,3,19,1,158,7,9
Nikola Jokić,C,27,DEN,69,2323,,,,,100%,12.0,22.0,142,68,91,26,185,12,1564,64,49
Carlik Jones,PG,25,CHI,7,56,100%,,,,,23.4,22.2,1,1,0,0,3,0,13,0,2
Damian Jones,C,27,TOT,41,477,,,,7%,93%,-9.4,-9.5,8,2,32,10,13,2,39,1,11
Damian Jones,C,27,LAL,22,176,,,,,100%,-13.0,-14.2,5,0,11,3,8,0,12,0,6
Damian Jones,C,27,UTA,19,301,,,,11%,89%,-7.3,-6.7,3,2,21,7,5,2,27,1,5
Derrick Jones Jr.,PF,25,CHI,64,893,,,4%,86%,10%,7.4,7.5,6,8,38,9,41,5,85,11,19
Herbert Jones,PF,24,NOP,66,1951,,,22%,76%,2%,3.8,3.2,40,13,108,14,76,35,386,18,34
Kai Jones,C,22,CHO,46,550,,,,58%,42%,-2.7,3.5,5,5,38,11,16,1,38,8,8
Tre Jones,PG,23,SAS,68,1984,100%,,,,,-8.3,3.6,70,24,53,5,71,50,1076,20,41
Tyus Jones,PG,26,MEM,80,1940,98%,2%,,,,1.4,-4.3,57,10,14,4,29,11,1009,7,14
DeAndre Jordan,C,34,DEN,39,586,,,,,100%,-8.8,-14.1,20,7,38,16,24,0,81,6,6
Cory Joseph,PG,31,DET,62,1227,77%,23%,,,,-5.2,4.6,34,12,44,6,26,13,535,5,19
Nikola Jović,PF,19,MIA,15,204,,,,54%,46%,-3.4,-3.3,7,0,13,0,8,3,25,3,0
Johnny Juzang,SG,21,UTA,18,232,1%,76%,23%,1%,,-17.4,-17.4,0,2,7,1,2,1,18,0,2
,,,,,,,,,,,,,,,,,,,,,
Mfiondu Kabengele,PF,25,BOS,4,36,,,,83%,17%,-10.6,-17.4,0,0,0,1,0,0,0,0,0
Frank Kaminsky,C,29,TOT,36,235,,,,10%,91%,-2.1,-0.3,4,1,18,3,6,0,75,0,3
Frank Kaminsky,C,29,ATL,26,176,,,,,100%,-0.4,-0.9,4,1,17,3,4,0,48,0,2
Frank Kaminsky,C,29,HOU,10,59,,,,38%,62%,-7.1,1.2,0,0,1,0,2,0,27,0,1
Trevor Keels,SG,19,NYK,3,8,,,100%,,,-92.1,-95.5,0,0,0,0,0,0,0,0,0
Luke Kennard,SG,26,TOT,59,1315,18%,66%,16%,,,6.6,5.5,23,14,44,6,13,6,227,4,12
Luke Kennard,SG,26,LAC,35,725,18%,56%,26%,,,6.2,6.8,15,10,22,4,8,1,98,3,9
Luke Kennard,SG,26,MEM,24,590,17%,80%,3%,,,7.0,3.9,8,4,22,2,5,5,129,1,3
Walker Kessler,C,21,UTA,74,1703,,,,,100%,2.8,6.8,13,12,119,24,70,1,180,23,34
Braxton Key,SF,25,DET,3,9,,,,64%,36%,-15.0,-6.5,0,0,0,0,0,0,0,0,0
Louis King,PF,23,PHI,1,29,,,40%,60%,,5.4,0.7,0,1,2,1,1,0,5,1,0
Corey Kispert,SF,23,WAS,74,2093,,38%,58%,3%,,-3.4,-4.5,23,9,54,10,39,6,201,8,36
Maxi Kleber,PF,31,DAL,37,930,,,,64%,36%,-2.8,-3.9,10,7,62,5,13,7,138,2,5
Nathan Knight,C,25,MIN,38,291,,,,33%,67%,-2.8,-2.8,4,9,24,5,30,0,34,5,7
Kevin Knox,SF-PF,23,TOT,63,952,,1%,20%,68%,11%,-12.0,-5.8,11,20,55,6,25,1,78,5,12
Kevin Knox,SF,23,DET,42,593,,2%,27%,68%,4%,-7.2,1.5,7,10,40,5,13,1,34,3,5
Kevin Knox,PF,23,POR,21,359,,,9%,69%,22%,-20.0,-17.9,4,10,15,1,12,0,44,2,7
Christian Koloko,C,22,TOR,58,802,,,,,100%,8.5,9.2,5,4,83,10,25,2,72,3,20
John Konchar,SF,26,MEM,72,1494,,55%,44%,,,7.0,5.5,24,8,68,2,21,18,247,9,14
Furkan Korkmaz,SG,25,PHI,37,353,,74%,24%,1%,,1.0,-4.1,11,4,9,3,17,1,53,4,8
Luke Kornet,C,27,BOS,69,804,,,,,100%,4.5,-2.6,7,6,64,6,18,1,136,5,8
Vit Krejci,PG,22,ATL,29,165,30%,68%,2%,,,-0.6,-1.0,2,1,12,1,1,0,42,0,3
Jonathan Kuminga,PF,20,GSW,67,1394,,,2%,57%,42%,-1.4,-5.0,37,25,65,14,66,10,328,13,33
Kyle Kuzma,PF,27,WAS,64,2239,,,14%,81%,5%,0.2,3.4,65,52,76,35,120,8,574,29,59
Anthony Lamb,SF,25,GSW,62,1195,,1%,50%,49%,,1.0,-1.2,33,11,69,6,23,16,249,8,11
Jock Landale,C,27,PHO,69,979,,,,,100%,6.1,5.7,11,16,73,21,48,6,171,14,22
,,,,,,,,,,,,,,,,,,,,,
Romeo Langford,SG,23,SAS,43,844,4%,57%,38%,1%,,-8.9,1.6,14,9,33,2,28,20,118,6,13
Jake LaRavia,PF,21,MEM,35,414,,,19%,61%,20%,-6.9,-11.7,7,4,24,1,5,3,51,1,4
Zach LaVine,SG,27,CHI,77,2768,25%,43%,32%,1%,,0.4,-4.0,86,63,94,16,211,4,769,51,78
A.J. Lawson,SG,22,TOT,15,108,2%,36%,48%,15%,,-18.2,-18.9,2,0,7,0,5,1,5,2,3
A.J. Lawson,SG,22,MIN,1,2,,1%,99%,,,-90.0,-89.9,0,0,0,0,0,0,0,0,0
A.J. Lawson,SG,22,DAL,14,106,2%,36%,47%,15%,,-16.8,-17.6,2,0,7,0,5,1,5,2,3
Damion Lee,SG,30,PHO,74,1506,3%,43%,49%,6%,,1.3,-0.8,24,23,55,11,29,20,239,5,14
Saben Lee,PG,23,TOT,25,373,99%,1%,,,,-2.8,-5.2,17,4,14,2,25,8,155,3,13
Saben Lee,PG,23,PHI,2,10,100%,,,,,26.3,21.6,2,1,1,0,0,0,4,0,0
Saben Lee,PG,23,PHO,23,363,99%,1%,,,,-3.6,-6.0,15,3,13,2,25,8,151,3,13
Alex Len,C,29,SAC,26,161,,,,,100%,5.9,3.8,6,4,13,5,6,0,31,0,1
Kawhi Leonard,SF,31,LAC,52,1748,1%,45%,46%,9%,,5.9,9.3,34,29,44,7,123,4,515,33,25
Meyers Leonard,C,30,MIL,9,114,,,,,100%,-11.5,-15.6,2,0,9,4,4,0,2,1,2
Caris LeVert,SG,28,CLE,74,2237,2%,60%,38%,1%,,4.7,-2.2,73,24,89,7,80,30,667,16,33
Kira Lewis Jr.,PG,21,NOP,25,235,88%,12%,,,,11.0,9.4,6,3,11,1,10,0,54,2,10
Damian Lillard,PG,32,POR,58,2107,100%,,,,,2.2,12.8,141,31,54,8,202,24,1009,43,46
Nassir Little,SF,22,POR,54,976,1%,21%,56%,22%,,-8.6,-6.6,15,11,37,7,22,4,122,6,19
Isaiah Livers,PF,24,DET,52,1199,,,17%,78%,5%,-8.3,0.3,14,5,62,3,15,7,99,2,7
Kenneth Lofton Jr.,PF,20,MEM,24,176,,,,45%,55%,-14.0,-18.4,3,3,12,5,15,0,51,5,4
Kevon Looney,C,26,GSW,82,1958,,,,,100%,5.1,6.4,15,7,125,19,77,2,526,19,34
Brook Lopez,C,34,MIL,78,2373,,,,,100%,8.0,11.0,28,14,134,36,104,2,243,42,26
Robin Lopez,C,34,CLE,37,299,,,,,100%,-9.3,-16.2,7,4,25,7,8,4,50,4,7
Kevin Love,PF,34,TOT,62,1240,,,,89%,11%,3.4,-0.5,44,8,61,11,29,35,258,6,8
Kevin Love,PF,34,CLE,41,821,,,1%,93%,6%,3.5,-2.8,28,6,35,8,18,18,169,6,5
Kevin Love,PF,34,MIA,21,419,,,,80%,20%,3.2,3.9,16,2,26,3,11,17,89,0,3
Kyle Lowry,PG,36,MIA,55,1718,100%,,,,,1.3,2.7,70,16,69,4,56,29,656,18,24
,,,,,,,,,,,,,,,,,,,,,
Trey Lyles,PF,27,SAC,74,1247,,,,60%,40%,3.5,1.8,34,7,57,11,57,11,160,16,21
Théo Maledon,PG,21,CHO,44,854,100%,,,,,-8.1,-2.9,37,11,34,2,30,5,359,9,15
Sandro Mamukelashvili,C,23,TOT,43,660,,,,23%,77%,-9.8,-4.6,16,9,31,5,27,6,150,5,14
Sandro Mamukelashvili,C,23,MIL,24,217,,,,26%,74%,-1.0,-4.9,3,3,11,2,7,1,40,0,4
Sandro Mamukelashvili,C,23,SAS,19,443,,,,22%,79%,-14.1,-4.5,13,6,20,3,20,5,110,5,10
Terance Mann,SG,26,LAC,81,1872,18%,46%,33%,4%,,1.3,1.3,38,21,56,14,61,18,447,16,33
Tre Mann,PG,21,OKC,67,1183,100%,,,,,0.7,-0.7,26,19,55,5,28,8,297,9,16
Boban Marjanović,C,34,HOU,31,171,,,,,100%,16.7,26.1,3,7,6,1,14,0,20,7,3
Lauri Markkanen,PF,25,UTA,66,2273,,,20%,62%,18%,3.2,10.0,31,53,64,35,169,9,319,45,65
Naji Marshall,SF,25,NOP,77,1792,,22%,65%,13%,,1.1,-1.9,56,15,63,10,83,5,445,25,39
Caleb Martin,SF,27,MIA,71,2077,2%,34%,62%,3%,,0.9,2.4,30,19,72,13,50,31,295,10,26
Cody Martin,SF,27,CHO,7,134,,41%,59%,,,-7.6,-1.9,2,0,10,0,5,1,28,3,4
Kenyon Martin Jr.,SF,22,HOU,82,2292,,1%,87%,13%,,-8.4,-0.2,33,23,75,18,119,6,306,30,53
Tyrese Martin,SG,23,ATL,16,66,,6%,72%,22%,,0.8,0.4,0,2,1,0,1,0,5,0,2
Garrison Mathews,SG,26,TOT,54,686,,33%,66%,1%,,-5.6,1.9,8,2,27,3,18,26,63,2,2
Garrison Mathews,SG,26,HOU,45,602,,29%,71%,,,-6.4,2.3,8,1,26,3,15,23,57,2,2
Garrison Mathews,SG,26,ATL,9,84,,66%,26%,8%,,-0.2,-0.7,0,1,1,0,3,3,6,0,0
Bennedict Mathurin,SG,20,IND,78,2222,1%,65%,34%,,,-4.5,-2.5,56,49,67,30,222,10,288,54,84
Wesley Matthews,SF,36,MIL,52,820,1%,54%,41%,3%,,4.8,1.5,7,4,36,5,10,9,86,0,2
Tyrese Maxey,SG,22,PHI,60,2016,47%,53%,,,,5.8,2.1,36,13,56,15,109,10,506,33,38
Skylar Mays,PG,25,POR,6,189,100%,,,,,-16.2,-13.1,5,3,8,1,6,1,116,2,8
Miles McBride,PG,22,NYK,64,760,91%,9%,,,,5.5,2.9,13,5,33,2,14,12,178,2,11
Mac McClung,SG,24,PHI,2,41,100%,,,,,20.0,15.4,1,2,1,0,3,1,22,1,1
CJ McCollum,SG,31,NOP,75,2649,56%,38%,6%,,,0.9,-3.5,106,38,82,17,108,9,1002,27,60
,,,,,,,,,,,,,,,,,,,,,
T.J. McConnell,PG,30,IND,75,1526,100%,,,,,-2.4,1.6,90,33,47,2,32,30,960,16,17
Jaden McDaniels,SF,22,MIN,79,2416,,7%,73%,20%,,1.6,4.4,47,26,131,16,75,15,351,23,29
Jalen McDaniels,SF,25,TOT,80,1913,,,76%,24%,,-2.8,1.1,36,30,101,15,74,15,312,24,39
Jalen McDaniels,SF,25,CHO,56,1494,,,80%,20%,,-5.1,1.1,31,27,80,12,55,13,270,17,34
Jalen McDaniels,SF,25,PHI,24,419,,1%,65%,35%,,5.4,0.7,5,3,21,3,19,2,42,7,5
Doug McDermott,SF,31,SAS,64,1314,,8%,52%,40%,1%,-10.6,-0.8,29,10,71,9,28,4,215,7,24
JaVale McGee,C,35,DAL,42,355,,,,,100%,-7.4,-8.5,10,6,30,14,20,2,25,5,8
Bryce McGowens,SG,20,CHO,46,787,3%,63%,35%,,,-8.4,-3.3,19,12,23,7,40,11,122,10,19
Rodney McGruder,SG,31,DET,32,524,,56%,40%,4%,,-5.0,4.1,8,2,23,1,9,10,65,1,9
Jordan McLaughlin,PG,26,MIN,43,678,100%,,,,,6.9,8.6,28,3,22,0,7,6,342,1,8
De'Anthony Melton,SG,24,PHI,77,2150,22%,60%,18%,,,2.9,-4.0,58,26,95,9,30,8,492,5,25
Sam Merrill,SG,26,CLE,5,59,5%,95%,,,,-3.4,-9.2,0,0,1,0,0,0,13,0,0
Chimezie Metu,PF,25,SAC,66,689,,,1%,68%,31%,7.1,5.9,11,13,49,4,35,2,101,8,11
Khris Middleton,SF,31,MIL,33,801,,20%,63%,16%,,6.5,3.7,39,19,34,4,39,6,385,11,19
Patty Mills,PG,34,BRK,40,567,100%,,,,,-7.2,-9.9,17,8,14,2,9,8,130,1,7
Shake Milton,SG,26,PHI,76,1567,18%,68%,14%,1%,,4.2,-0.9,48,20,67,11,57,4,569,13,37
Justin Minaya,SF,23,POR,4,89,5%,23%,72%,,,-11.8,-8.3,3,0,7,0,1,0,10,1,0
Josh Minott,SF,20,MIN,15,96,,5%,75%,21%,,10.3,10.8,2,1,8,0,4,0,11,0,6
Davion Mitchell,PG,24,SAC,80,1447,86%,14%,,,,2.4,0.2,41,8,53,4,16,53,463,9,13
Donovan Mitchell,SG,26,CLE,68,2432,30%,69%,1%,,,6.0,0.9,94,58,74,16,141,14,701,43,56
Evan Mobley,PF,21,CLE,79,2715,,,,56%,44%,6.5,2.4,41,51,141,24,155,10,530,35,63
Isaiah Mobley,PF,23,CLE,13,84,,,15%,64%,21%,18.3,12.9,0,0,5,1,2,1,8,0,2
,,,,,,,,,,,,,,,,,,,,,
Chima Moneke,SF,27,SAC,2,8,,,100%,,,-48.2,-50.6,1,1,2,0,1,0,2,0,0
Malik Monk,SG,24,SAC,77,1719,2%,92%,6%,,,1.1,-2.1,87,32,70,13,82,7,694,19,53
Moses Moody,SG,20,GSW,63,817,,47%,51%,2%,,-0.7,-3.2,20,6,30,1,30,9,127,12,10
Xavier Moon,SG,28,LAC,4,20,17%,83%,,,,-25.0,-25.7,1,0,2,0,0,0,12,0,0
Wendell Moore Jr.,SG,21,MIN,29,153,18%,28%,44%,10%,,-12.7,-13.1,5,1,7,0,2,3,45,0,3
Ja Morant,PG,23,MEM,61,1948,79%,21%,,,,6.9,6.5,111,46,46,10,234,25,1170,62,84
Marcus Morris,PF,33,LAC,65,1825,,,11%,81%,8%,-0.8,-2.7,18,16,68,10,32,7,283,9,15
Markieff Morris,PF,33,TOT,35,355,,,7%,57%,36%,2.5,1.8,10,1,23,5,3,1,68,0,0
Markieff Morris,PF,33,BRK,27,285,,,9%,59%,32%,6.2,5.4,8,1,15,3,3,1,55,0,0
Markieff Morris,PF,33,DAL,8,70,,,,49%,51%,-12.6,-13.1,2,0,8,2,0,0,13,0,0
Monte Morris,PG,27,WAS,62,1695,100%,,,,,0.1,2.4,42,12,34,2,30,15,769,11,19
Trey Murphy III,SF,22,NOP,79,2448,,7%,62%,32%,,0.6,-4.0,28,15,96,11,73,16,261,22,23
Dejounte Murray,SG,26,ATL,74,2693,29%,70%,1%,,,-1.2,-5.0,85,56,54,6,93,6,1042,26,57
Jamal Murray,PG,25,DEN,65,2133,81%,19%,,,,6.2,6.2,94,29,60,8,65,17,923,9,35
Keegan Murray,SF,22,SAC,80,2382,,2%,84%,14%,,1.3,-2.6,32,11,112,4,42,19,238,15,40
Mike Muscala,C,31,TOT,63,945,,,,9%,91%,9.0,7.1,7,3,52,12,18,3,121,1,10
Mike Muscala,C,31,OKC,43,622,,,,,100%,9.5,9.9,5,1,37,8,14,3,89,1,8
Mike Muscala,C,31,BOS,20,323,,,,26%,74%,8.0,1.5,2,2,15,4,4,0,32,0,2
Svi Mykhailiuk,SF,25,TOT,32,468,1%,23%,69%,7%,1%,1.6,7.2,11,10,13,3,15,3,127,4,11
Svi Mykhailiuk,SF,25,NYK,13,40,,,53%,47%,,25.4,22.4,2,0,1,0,3,0,3,1,1
Svi Mykhailiuk,SF,25,CHO,19,428,1%,25%,70%,3%,1%,-0.6,5.8,9,10,12,3,12,3,124,3,10
Larry Nance Jr.,C,30,NOP,65,1381,,,,19%,81%,7.8,8.8,17,7,57,15,35,15,281,9,14
Andrew Nembhard,SG,23,IND,75,2073,29%,70%,1%,,,-6.2,-5.8,84,20,75,7,26,30,807,12,25
Aaron Nesmith,SF,23,IND,73,1816,,2%,35%,63%,,-5.4,-3.6,34,13,134,11,60,34,238,12,46
Raul Neto,PG,30,CLE,48,505,100%,,,,,2.7,-3.4,17,5,24,1,11,14,192,2,5
Georges Niang,PF,29,PHI,78,1512,,,1%,94%,5%,1.7,-5.0,27,7,79,10,20,9,186,8,13
,,,,,,,,,,,,,,,,,,,,,
Daishen Nix,PG,20,HOU,57,914,83%,17%,,,,-7.8,0.7,59,17,32,5,15,4,304,2,12
Zeke Nnaji,PF,22,DEN,53,728,,,,23%,77%,-5.8,-11.1,6,3,64,17,25,1,45,5,12
Nerlens Noel,C,28,TOT,17,195,,,,2%,98%,-15.6,-9.6,4,5,21,3,4,6,23,0,2
Nerlens Noel,C,28,DET,14,152,,,,2%,98%,-17.6,-9.5,2,3,15,2,3,4,16,0,2
